Suite ID,Suite Name,Test Case ID,Title / Summary,Description / Purpose,Steps,Expected Result,Mapped Control / Reference,Notes / Comments,Automation Possible?
INFO,WSTG,WSTG-INFO-01,Conduct Search Engine Discovery / Reconnaissance for Information Leakage,Objective: Conduct Search Engine Discovery / Reconnaissance for Information Leakage. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-02,Fingerprint Web Server,Objective: Fingerprint Web Server. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-03,Identify Application Entry Points,Objective: Identify Application Entry Points. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-04,Map Application Functionality and Parse Client Side,Objective: Map Application Functionality and Parse Client Side. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-05,Review Webpage Content for Information Leakage,Objective: Review Webpage Content for Information Leakage. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-05,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-06,Identify Application Entry Points,Objective: Identify Application Entry Points. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-06,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-07,Map Execution Paths Through Application,Objective: Map Execution Paths Through Application. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-07,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INFO,WSTG,WSTG-INFO-08,Fingerprint Web Application Framework,Objective: Fingerprint Web Application Framework. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INFO-08,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-01,Test Network Infrastructure Configuration,Objective: Test Network Infrastructure Configuration. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-02,Test Application Platform Configuration,Objective: Test Application Platform Configuration. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-03,Test File Extensions Handling for Sensitive Information,Objective: Test File Extensions Handling for Sensitive Information. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-04,Test for Debugging and Verbose Error Messages,Objective: Test for Debugging and Verbose Error Messages. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-05,Enumerate Infrastructure and Application Admin Interfaces,Objective: Enumerate Infrastructure and Application Admin Interfaces. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-05,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-06,Test HTTP Methods,Objective: Test HTTP Methods. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-06,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-07,Test HTTP Strict Transport Security (HSTS),Objective: Test HTTP Strict Transport Security (HSTS). Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-07,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CONF,WSTG,WSTG-CONF-08,Test for Security Misconfiguration,Objective: Test for Security Misconfiguration. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CONF-08,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
AUTHN,WSTG,WSTG-AUTHN-01,Test Login Functionality,Objective: Test Login Functionality. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-AUTHN-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
AUTHN,WSTG,WSTG-AUTHN-02,Test Password Strength and Policy,Objective: Test Password Strength and Policy. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-AUTHN-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
AUTHN,WSTG,WSTG-AUTHN-03,Testing for Weak Lockout Mechanism,Objective: Testing for Weak Lockout Mechanism. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-AUTHN-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
AUTHN,WSTG,WSTG-AUTHN-04,Test Remember Me Functionality,Objective: Test Remember Me Functionality. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-AUTHN-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-01,Test Session Management Schema,Objective: Test Session Management Schema. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-02,Test Session Cookie Attributes,Objective: Test Session Cookie Attributes. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-03,Test Session Fixation,Objective: Test Session Fixation. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-04,Test for Session Replay,Objective: Test for Session Replay. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-05,Test for Session Timeout,Objective: Test for Session Timeout. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-05,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
SESS,WSTG,WSTG-SESS-06,Test for Session Token Prediction,Objective: Test for Session Token Prediction. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-SESS-06,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-01,Testing for HTML Injection,Objective: Testing for HTML Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-02,Testing for Cross-Site Scripting (XSS),Objective: Testing for Cross-Site Scripting (XSS). Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-03,Testing for HTTP Verb Tampering,Objective: Testing for HTTP Verb Tampering. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-04,Testing for Parameter Tampering,Objective: Testing for Parameter Tampering. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-05,Testing for SQL Injection,Objective: Testing for SQL Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-05,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-06,Testing for LDAP Injection,Objective: Testing for LDAP Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-06,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-07,Testing for XML External Entity (XXE),Objective: Testing for XML External Entity (XXE). Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-07,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-08,Testing for XPath Injection,Objective: Testing for XPath Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-08,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-09,Testing for OS Command Injection,Objective: Testing for OS Command Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-09,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-10,Testing for Reflected File Download / Content Spoofing,Objective: Testing for Reflected File Download / Content Spoofing. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-10,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-11,Testing for Code Injection,Objective: Testing for Code Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-11,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-12,Testing for Command Injection,Objective: Testing for Command Injection. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-12,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-13,Testing for Other Injection Risks,Objective: Testing for Other Injection Risks. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-13,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
INPV,WSTG,WSTG-INPV-14,Testing for Input Validation Flaws,Objective: Testing for Input Validation Flaws. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-INPV-14,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
BUSL,WSTG,WSTG-BUSL-01,Testing Business Logic (Generic),Objective: Testing Business Logic (Generic). Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-BUSL-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
BUSL,WSTG,WSTG-BUSL-02,Testing for Bypass Business Logic,Objective: Testing for Bypass Business Logic. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-BUSL-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
BUSL,WSTG,WSTG-BUSL-03,Testing for Race Condition / Concurrency Issues,Objective: Testing for Race Condition / Concurrency Issues. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-BUSL-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CRYP,WSTG,WSTG-CRYP-01,Testing for Weak Cryptography Storage,Objective: Testing for Weak Cryptography Storage. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CRYP-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CRYP,WSTG,WSTG-CRYP-02,Testing for Weak Cryptography Key Management,Objective: Testing for Weak Cryptography Key Management. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CRYP-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CRYP,WSTG,WSTG-CRYP-03,Testing for Weak Transport Layer Security (TLS),Objective: Testing for Weak Transport Layer Security (TLS). Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CRYP-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CRYP,WSTG,WSTG-CRYP-04,Testing for Weak Randomness,Objective: Testing for Weak Randomness. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CRYP-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CLNT,WSTG,WSTG-CLNT-01,Testing for Clickjacking / UI Redress,Objective: Testing for Clickjacking / UI Redress. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CLNT-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
CLNT,WSTG,WSTG-CLNT-02,Testing for Client Side Controls,Objective: Testing for Client Side Controls. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-CLNT-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
IDNT,WSTG,WSTG-IDNT-01,Test Role Definitions and Access Control,Objective: Test Role Definitions and Access Control. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-IDNT-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
IDNT,WSTG,WSTG-IDNT-02,Testing for IDOR / Insecure Direct Object References,Objective: Testing for IDOR / Insecure Direct Object References. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-IDNT-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
IDNT,WSTG,WSTG-IDNT-03,Testing Access Control Enforcement,Objective: Testing Access Control Enforcement. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-IDNT-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
IDNT,WSTG,WSTG-IDNT-04,Testing for Privilege Escalation,Objective: Testing for Privilege Escalation. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-IDNT-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
API,WSTG,WSTG-API-01,API Security: Authentication & Authorization,Objective: API Security: Authentication & Authorization. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-API-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
API,WSTG,WSTG-API-02,API Security: Input Validation,Objective: API Security: Input Validation. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-API-02,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
API,WSTG,WSTG-API-03,API Security: Rate Limiting and Quotas,Objective: API Security: Rate Limiting and Quotas. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-API-03,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
API,WSTG,WSTG-API-04,API Security: Misconfigurations,Objective: API Security: Misconfigurations. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-API-04,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
OTH,WSTG,WSTG-OTH-01,Testing for Business Policy Violations,Objective: Testing for Business Policy Violations. Follow OWASP WSTG guidance for detailed test steps.,Refer to OWASP WSTG 'How to Test' section for this test; create application-specific steps.,Application behaves securely per OWASP guidance (no vulnerability present).,WSTG-OTH-01,Source: OWASP WSTG (stable/latest pages).,Partial/Manual
